incident_id,timestamp,service_name,environment,severity,incident_title,region,host,log_chunk
INC-300491,2025-01-03T00:55:00,pricing-service,qa,INFO,pricing timeout,APAC,host-d,"Please help - 2025-01-03 00:55:00 INFO  pricing-service Starting request correlationId=INC-300491
2025-01-03 00:55:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-03 00:55:02 ERROR pricing-service Request failed during downstream call
2025-01-03 00:55:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300492,2025-01-03T01:00:00,order-service,prod,INFO,db connection pool exhausted,IN,host-b,"URGENT: 2025-01-03 01:00:00 INFO  ORDER-SERVICE STARTING REQUEST CORRELATIONID=INC-300492
2025-01-03 01:00:00 WARN  ORDER-SERVICE FAILED TO OBTAIN JDBC CONNECTION
2025-01-03 01:00:02 ERROR ORDER-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-03 01:00:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE"
INC-300493,2025-01-03T01:05:00,order-service,prod,WARN,db connection pool exhausted,MEA,host-c,"2025-01-03 01:05:00 INFO  ORDER-SERVICE STARTING REQUEST CORRELATIONID=INC-300493
2025-01-03 01:05:00 WARN  ORDER-SERVICE FAILED TO OBTAIN JDBC CONNECTION
2025-01-03 01:05:02 ERROR ORDER-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-03 01:05:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
2025-01-03 01:05:03 INFO  RETRY-HANDLER RETRYING ATTEMPT=2   THANKS.  "
INC-300494,2025-01-03T01:10:00,gateway,prod,ERROR,cache stampede,EU,host-c,"URGENT: 2025-01-03 01:10:00 INFO  gateway Starting request correlationId=INC-300494
2025-01-03 01:10:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 01:10:02 ERROR gateway Request failed during downstream call
2025-01-03 01:10:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 01:10:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-300495,2025-01-03T01:15:00,notification-worker,dev,ERROR,null pointer in notification builder,IN,host-c,"Please help - 2025-01-03 01:15:00 INFO  notification-worker Starting request correlationId=INC-300495
2025-01-03 01:15:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 01:15:02 ERROR notification-worker Request failed during downstream call
2025-01-03 01:15:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 01:15:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-300496,2025-01-03T01:20:00,order-service,qa,WARN,db connection pool exhausted,APAC,host-b,"FYI - 2025-01-03 01:20:00 INFO  order-service Starting request correlationId=INC-300496
2025-01-03 01:20:00 WARN  order-service Failed to obtain JDBC connection
2025-01-03 01:20:02 ERROR order-service Request failed during downstream call
2025-01-03 01:20:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300497,2025-01-03T01:25:00,document-service,qa,WARN,s3 upload failure,EU,host-c,"Please help - 2025-01-03 01:25:00 INFO  document-service Starting request correlationId=INC-300497
2025-01-03 01:25:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-03 01:25:02 ERROR document-service Request failed during downstream call
2025-01-03 01:25:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300498,2025-01-03T01:30:00,notification-worker,dev,WARN,null pointer in notification builder,US,host-d,"URGENT: 2025-01-03 01:30:00 INFO  NOTIFICATION-WORKER STARTING REQUEST CORRELATIONID=INC-300498
2025-01-03 01:30:00 WARN  NOTIFICATION-WORKER NULLPOINTEREXCEPTION AT NOTIFICATIONCOMPOSER
2025-01-03 01:30:02 ERROR NOTIFICATION-WORKER REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-03 01:30:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
 SENT FROM MOBILE."
INC-300499,2025-01-03T01:35:00,gateway,dev,WARN,cache stampede,US,host-a,"Please  help  -  2025-01-03  01:35:00  INFO    gateway  Starting  request  correlationId=INC-300499
2025-01-03  01:35:00  WARN    gateway  Cache  miss  burst  caused  latency  spike
2025-01-03  01:35:02  ERROR  gateway  Request  failed  during  downstream  call
2025-01-03  01:35:02  INFO    gateway  Response  status=500  path=/api/resource

This  is  affecting  users."
INC-300500,2025-01-03T01:40:00,gateway,qa,ERROR,cache stampede,MEA,host-d,"URGENT: 2025-01-03 01:40:00 INFO  gateway Starting request correlationId=INC-300500
2025-01-03 01:40:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 01:40:02 ERROR gateway Request failed during downstream call
2025-01-03 01:40:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 01:40:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-300501,2025-01-03T01:45:00,document-service,dev,ERROR,s3 upload failure,APAC,host-a,"URGENT: 2025-01-03 01:45:00 INFO  document-service Starting request correlationId=INC-300501
2025-01-03 01:45:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-03 01:45:02 ERROR document-service Request failed during downstream call
2025-01-03 01:45:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300502,2025-01-03T01:50:00,pricing-service,qa,INFO,pricing timeout,US,host-b,"URGENT:  2025-01-03  01:50:00  INFO    pricing-service  Starting  request  correlationId=INC-300502
2025-01-03  01:50:00  WARN    pricing-service  Timeout  while  calling  pricing  service  after  2000ms
2025-01-03  01:50:02  ERROR  pricing-service  Request  failed  during  downstream  call
2025-01-03  01:50:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-03  01:50:03  INFO    retry-handler  Retrying  attempt=2"
INC-300503,2025-01-03T01:55:00,order-service,qa,INFO,db connection pool exhausted,IN,host-d,"URGENT: 2025-01-03 01:55:00 INFO  order-service Starting request correlationId=INC-300503
2025-01-03 01:55:00 WARN  order-service Failed to obtain JDBC connection
2025-01-03 01:55:02 ERROR order-service Request failed during downstream call
2025-01-03 01:55:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 01:55:03 INFO  retry-handler Retrying attempt=2"
INC-300504,2025-01-03T02:00:00,document-service,prod,INFO,s3 upload failure,APAC,host-b,"Hi team,  2025-01-03 02:00:00 INFO  document-service Starting request correlationId=INC-300504
2025-01-03 02:00:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-03 02:00:02 ERROR document-service Request failed during downstream call
2025-01-03 02:00:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 02:00:03 INFO  retry-handler Retrying attempt=2   Thanks.  "
INC-300505,2025-01-03T02:05:00,gateway,prod,WARN,cache stampede,APAC,host-b,"Hi  team,    2025-01-03  02:05:00  INFO    gateway  Starting  request  correlationId=INC-300505
2025-01-03  02:05:00  WARN    gateway  Cache  miss  burst  caused  latency  spike
2025-01-03  02:05:02  ERROR  gateway  Request  failed  during  downstream  call
2025-01-03  02:05:02  INFO    gateway  Response  status=500  path=/api/resource

This  is  affecting  users."
INC-300506,2025-01-03T02:10:00,gateway,prod,INFO,cache stampede,APAC,host-c,"URGENT: 2025-01-03 02:10:00 INFO  gateway Starting request correlationId=INC-300506
2025-01-03 02:10:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 02:10:02 ERROR gateway Request failed during downstream call
2025-01-03 02:10:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300507,2025-01-03T02:15:00,order-service,prod,ERROR,db connection pool exhausted,EU,host-c,"2025-01-03 02:15:00 INFO  order-service Starting request correlationId=INC-300507
2025-01-03 02:15:00 WARN  order-service Failed to obtain JDBC connection
2025-01-03 02:15:02 ERROR order-service Request failed during downstream call
2025-01-03 02:15:02 INFO  gateway Response status=500 path=/api/resource"
INC-300508,2025-01-03T02:20:00,gateway,prod,ERROR,cache stampede,MEA,host-a,"FYI - 2025-01-03 02:20:00 INFO  gateway Starting request correlationId=INC-300508
2025-01-03 02:20:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 02:20:02 ERROR gateway Request failed during downstream call
2025-01-03 02:20:02 INFO  gateway Response status=500 path=/api/resource"
INC-300509,2025-01-03T02:25:00,gateway,dev,ERROR,cache stampede,IN,host-d,"FYI - 2025-01-03 02:25:00 INFO  gateway Starting request correlationId=INC-300509
2025-01-03 02:25:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 02:25:02 ERROR gateway Request failed during downstream call
2025-01-03 02:25:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300510,2025-01-03T02:30:00,pricing-service,dev,INFO,pricing timeout,MEA,host-c,"URGENT: 2025-01-03 02:30:00 INFO  pricing-service Starting request correlationId=INC-300510
2025-01-03 02:30:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-03 02:30:02 ERROR pricing-service Request failed during downstream call
2025-01-03 02:30:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300511,2025-01-03T02:35:00,notification-worker,qa,ERROR,null pointer in notification builder,IN,host-d,"Hi team,  2025-01-03 02:35:00 INFO  notification-worker Starting request correlationId=INC-300511
2025-01-03 02:35:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 02:35:02 ERROR notification-worker Request failed during downstream call
2025-01-03 02:35:02 INFO  gateway Response status=500 path=/api/resource"
INC-300512,2025-01-03T02:40:00,gateway,dev,INFO,cache stampede,EU,host-b,"URGENT: 2025-01-03 02:40:00 INFO  gateway Starting request correlationId=INC-300512
2025-01-03 02:40:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 02:40:02 ERROR gateway Request failed during downstream call
2025-01-03 02:40:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300513,2025-01-03T02:45:00,pricing-service,prod,ERROR,pricing timeout,IN,host-d,"Hi team,  2025-01-03 02:45:00 INFO  pricing-service Starting request correlationId=INC-300513
2025-01-03 02:45:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-03 02:45:02 ERROR pricing-service Request failed during downstream call
2025-01-03 02:45:02 INFO  gateway Response status=500 path=/api/resource"
INC-300514,2025-01-03T02:50:00,notification-worker,dev,ERROR,null pointer in notification builder,MEA,host-d,"Hi team,  2025-01-03 02:50:00 INFO  notification-worker Starting request correlationId=INC-300514
2025-01-03 02:50:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 02:50:02 ERROR notification-worker Request failed during downstream call
2025-01-03 02:50:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300515,2025-01-03T02:55:00,gateway,qa,INFO,cache stampede,US,host-a,"Hi team,  2025-01-03 02:55:00 INFO  gateway Starting request correlationId=INC-300515
2025-01-03 02:55:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 02:55:02 ERROR gateway Request failed during downstream call
2025-01-03 02:55:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300516,2025-01-03T03:00:00,gateway,prod,INFO,cache stampede,IN,host-b,"URGENT: 2025-01-03 03:00:00 INFO  gateway Starting request correlationId=INC-300516
2025-01-03 03:00:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 03:00:02 ERROR gateway Request failed during downstream call
2025-01-03 03:00:02 INFO  gateway Response status=500 path=/api/resource"
INC-300517,2025-01-03T03:05:00,order-service,dev,WARN,db connection pool exhausted,EU,host-c,"Hi team,  2025-01-03 03:05:00 INFO  order-service Starting request correlationId=INC-300517
2025-01-03 03:05:00 WARN  order-service Failed to obtain JDBC connection
2025-01-03 03:05:02 ERROR order-service Request failed during downstream call
2025-01-03 03:05:02 INFO  gateway Response status=500 path=/api/resource"
INC-300518,2025-01-03T03:10:00,pricing-service,prod,INFO,pricing timeout,IN,host-a,"FYI - 2025-01-03 03:10:00 INFO  pricing-service Starting request correlationId=INC-300518
2025-01-03 03:10:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-03 03:10:02 ERROR pricing-service Request failed during downstream call
2025-01-03 03:10:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300519,2025-01-03T03:15:00,pricing-service,qa,INFO,pricing timeout,IN,host-a,"2025-01-03 03:15:00 INFO  pricing-service Starting request correlationId=INC-300519
2025-01-03 03:15:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-03 03:15:02 ERROR pricing-service Request failed during downstream call
2025-01-03 03:15:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300520,2025-01-03T03:20:00,order-service,qa,INFO,db connection pool exhausted,IN,host-b,"Hi team,  2025-01-03 03:20:00 INFO  order-service Starting request correlationId=INC-300520
2025-01-03 03:20:00 WARN  order-service Failed to obtain JDBC connection
2025-01-03 03:20:02 ERROR order-service Request failed during downstream call
2025-01-03 03:20:02 INFO  gateway Response status=500 path=/api/resource"
INC-300521,2025-01-03T03:25:00,document-service,dev,INFO,s3 upload failure,IN,host-b,"Please help - 2025-01-03 03:25:00 INFO  document-service Starting request correlationId=INC-300521
2025-01-03 03:25:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-03 03:25:02 ERROR document-service Request failed during downstream call
2025-01-03 03:25:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300522,2025-01-03T03:30:00,notification-worker,qa,ERROR,null pointer in notification builder,US,host-c,"Please help - 2025-01-03 03:30:00 INFO  notification-worker Starting request correlationId=INC-300522
2025-01-03 03:30:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 03:30:02 ERROR notification-worker Request failed during downstream call
2025-01-03 03:30:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 03:30:03 INFO  retry-handler Retrying attempt=2"
INC-300523,2025-01-03T03:35:00,notification-worker,qa,INFO,null pointer in notification builder,IN,host-b,"2025-01-03 03:35:00 INFO  NOTIFICATION-WORKER STARTING REQUEST CORRELATIONID=INC-300523
2025-01-03 03:35:00 WARN  NOTIFICATION-WORKER NULLPOINTEREXCEPTION AT NOTIFICATIONCOMPOSER
2025-01-03 03:35:02 ERROR NOTIFICATION-WORKER REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-03 03:35:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE   THANKS.  "
INC-300524,2025-01-03T03:40:00,order-service,dev,WARN,db connection pool exhausted,US,host-c,"2025-01-03  03:40:00  INFO    order-service  Starting  request  correlationId=INC-300524
2025-01-03  03:40:00  WARN    order-service  Failed  to  obtain  JDBC  connection
2025-01-03  03:40:02  ERROR  order-service  Request  failed  during  downstream  call
2025-01-03  03:40:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-03  03:40:03  INFO    retry-handler  Retrying  attempt=2"
INC-300525,2025-01-03T03:45:00,pricing-service,dev,ERROR,pricing timeout,IN,host-a,"Hi  team,    2025-01-03  03:45:00  INFO    pricing-service  Starting  request  correlationId=INC-300525
2025-01-03  03:45:00  WARN    pricing-service  Timeout  while  calling  pricing  service  after  2000ms
2025-01-03  03:45:02  ERROR  pricing-service  Request  failed  during  downstream  call
2025-01-03  03:45:02  INFO    gateway  Response  status=500  path=/api/resource
  Sent  from  mobile."
INC-300526,2025-01-03T03:50:00,notification-worker,qa,ERROR,null pointer in notification builder,EU,host-b,"URGENT: 2025-01-03 03:50:00 INFO  notification-worker Starting request correlationId=INC-300526
2025-01-03 03:50:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 03:50:02 ERROR notification-worker Request failed during downstream call
2025-01-03 03:50:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 03:50:03 INFO  retry-handler Retrying attempt=2   Thanks.  "
INC-300527,2025-01-03T03:55:00,order-service,qa,WARN,db connection pool exhausted,EU,host-d,"Please help - 2025-01-03 03:55:00 INFO  order-service Starting request correlationId=INC-300527
2025-01-03 03:55:00 WARN  order-service Failed to obtain JDBC connection
2025-01-03 03:55:02 ERROR order-service Request failed during downstream call
2025-01-03 03:55:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300528,2025-01-03T04:00:00,pricing-service,qa,ERROR,pricing timeout,IN,host-b,"Please  help  -  2025-01-03  04:00:00  INFO    pricing-service  Starting  request  correlationId=INC-300528
2025-01-03  04:00:00  WARN    pricing-service  Timeout  while  calling  pricing  service  after  2000ms
2025-01-03  04:00:02  ERROR  pricing-service  Request  failed  during  downstream  call
2025-01-03  04:00:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-03  04:00:03  INFO    retry-handler  Retrying  attempt=2

This  is  affecting  users."
INC-300529,2025-01-03T04:05:00,notification-worker,dev,WARN,null pointer in notification builder,US,host-c,"Please help - 2025-01-03 04:05:00 INFO  notification-worker Starting request correlationId=INC-300529
2025-01-03 04:05:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 04:05:02 ERROR notification-worker Request failed during downstream call
2025-01-03 04:05:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 04:05:03 INFO  retry-handler Retrying attempt=2
 Sent from mobile."
INC-300530,2025-01-03T04:10:00,order-service,prod,WARN,db connection pool exhausted,APAC,host-a,"Please help - 2025-01-03 04:10:00 INFO  order-service Starting request correlationId=INC-300530
2025-01-03 04:10:00 WARN  order-service Failed to obtain JDBC connection
2025-01-03 04:10:02 ERROR order-service Request failed during downstream call
2025-01-03 04:10:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 04:10:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-300531,2025-01-03T04:15:00,notification-worker,qa,INFO,null pointer in notification builder,US,host-c,"Hi team,  2025-01-03 04:15:00 INFO  notification-worker Starting request correlationId=INC-300531
2025-01-03 04:15:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 04:15:02 ERROR notification-worker Request failed during downstream call
2025-01-03 04:15:02 INFO  gateway Response status=500 path=/api/resource"
INC-300532,2025-01-03T04:20:00,notification-worker,dev,WARN,null pointer in notification builder,EU,host-d,"FYI - 2025-01-03 04:20:00 INFO  notification-worker Starting request correlationId=INC-300532
2025-01-03 04:20:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 04:20:02 ERROR notification-worker Request failed during downstream call
2025-01-03 04:20:02 INFO  gateway Response status=500 path=/api/resource"
INC-300533,2025-01-03T04:25:00,pricing-service,prod,WARN,pricing timeout,IN,host-b,"URGENT: 2025-01-03 04:25:00 INFO  pricing-service Starting request correlationId=INC-300533
2025-01-03 04:25:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-03 04:25:02 ERROR pricing-service Request failed during downstream call
2025-01-03 04:25:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300534,2025-01-03T04:30:00,pricing-service,dev,WARN,pricing timeout,APAC,host-c,"HI  TEAM,    2025-01-03  04:30:00  INFO    PRICING-SERVICE  STARTING  REQUEST  CORRELATIONID=INC-300534
2025-01-03  04:30:00  WARN    PRICING-SERVICE  TIMEOUT  WHILE  CALLING  PRICING  SERVICE  AFTER  2000MS
2025-01-03  04:30:02  ERROR  PRICING-SERVICE  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-03  04:30:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE

THIS  IS  AFFECTING  USERS."
INC-300535,2025-01-03T04:35:00,notification-worker,dev,WARN,null pointer in notification builder,IN,host-a,"URGENT: 2025-01-03 04:35:00 INFO  notification-worker Starting request correlationId=INC-300535
2025-01-03 04:35:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 04:35:02 ERROR notification-worker Request failed during downstream call
2025-01-03 04:35:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 04:35:03 INFO  retry-handler Retrying attempt=2"
INC-300536,2025-01-03T04:40:00,document-service,dev,ERROR,s3 upload failure,MEA,host-d,"FYI - 2025-01-03 04:40:00 INFO  document-service Starting request correlationId=INC-300536
2025-01-03 04:40:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-03 04:40:02 ERROR document-service Request failed during downstream call
2025-01-03 04:40:02 INFO  gateway Response status=500 path=/api/resource"
INC-300537,2025-01-03T04:45:00,notification-worker,prod,WARN,null pointer in notification builder,EU,host-b,"Please help - 2025-01-03 04:45:00 INFO  notification-worker Starting request correlationId=INC-300537
2025-01-03 04:45:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 04:45:02 ERROR notification-worker Request failed during downstream call
2025-01-03 04:45:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300538,2025-01-03T04:50:00,document-service,prod,WARN,s3 upload failure,MEA,host-d,"URGENT: 2025-01-03 04:50:00 INFO  document-service Starting request correlationId=INC-300538
2025-01-03 04:50:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-03 04:50:02 ERROR document-service Request failed during downstream call
2025-01-03 04:50:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300539,2025-01-03T04:55:00,order-service,prod,INFO,db connection pool exhausted,EU,host-b,"Please help - 2025-01-03 04:55:00 INFO  order-service Starting request correlationId=INC-300539
2025-01-03 04:55:00 WARN  order-service Failed to obtain JDBC connection
2025-01-03 04:55:02 ERROR order-service Request failed during downstream call
2025-01-03 04:55:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300540,2025-01-03T05:00:00,gateway,qa,ERROR,cache stampede,MEA,host-c,"2025-01-03 05:00:00 INFO  gateway Starting request correlationId=INC-300540
2025-01-03 05:00:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 05:00:02 ERROR gateway Request failed during downstream call
2025-01-03 05:00:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 05:00:03 INFO  retry-handler Retrying attempt=2
 Sent from mobile."
INC-300541,2025-01-03T05:05:00,document-service,qa,INFO,s3 upload failure,EU,host-b,"2025-01-03 05:05:00 INFO  DOCUMENT-SERVICE STARTING REQUEST CORRELATIONID=INC-300541
2025-01-03 05:05:00 WARN  DOCUMENT-SERVICE UPLOAD FAILED WITH 403 SIGNATURE MISMATCH
2025-01-03 05:05:02 ERROR DOCUMENT-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-03 05:05:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE"
INC-300542,2025-01-03T05:10:00,document-service,prod,ERROR,s3 upload failure,MEA,host-c,"URGENT:  2025-01-03  05:10:00  INFO    document-service  Starting  request  correlationId=INC-300542
2025-01-03  05:10:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-03  05:10:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-03  05:10:02  INFO    gateway  Response  status=500  path=/api/resource"
INC-300543,2025-01-03T05:15:00,gateway,prod,INFO,cache stampede,EU,host-d,"Please help - 2025-01-03 05:15:00 INFO  gateway Starting request correlationId=INC-300543
2025-01-03 05:15:00 WARN  gateway Cache miss burst caused latency spike
2025-01-03 05:15:02 ERROR gateway Request failed during downstream call
2025-01-03 05:15:02 INFO  gateway Response status=500 path=/api/resource"
INC-300544,2025-01-03T05:20:00,gateway,qa,WARN,cache stampede,US,host-b,"PLEASE  HELP  -  2025-01-03  05:20:00  INFO    GATEWAY  STARTING  REQUEST  CORRELATIONID=INC-300544
2025-01-03  05:20:00  WARN    GATEWAY  CACHE  MISS  BURST  CAUSED  LATENCY  SPIKE
2025-01-03  05:20:02  ERROR  GATEWAY  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-03  05:20:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE"
INC-300545,2025-01-03T05:25:00,order-service,prod,WARN,db connection pool exhausted,MEA,host-d,"Hi  team,    2025-01-03  05:25:00  INFO    order-service  Starting  request  correlationId=INC-300545
2025-01-03  05:25:00  WARN    order-service  Failed  to  obtain  JDBC  connection
2025-01-03  05:25:02  ERROR  order-service  Request  failed  during  downstream  call
2025-01-03  05:25:02  INFO    gateway  Response  status=500  path=/api/resource

This  is  affecting  users."
INC-300546,2025-01-03T05:30:00,document-service,dev,WARN,s3 upload failure,US,host-b,"2025-01-03 05:30:00 INFO  document-service Starting request correlationId=INC-300546
2025-01-03 05:30:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-03 05:30:02 ERROR document-service Request failed during downstream call
2025-01-03 05:30:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300547,2025-01-03T05:35:00,pricing-service,qa,WARN,pricing timeout,EU,host-a,"FYI  -  2025-01-03  05:35:00  INFO    pricing-service  Starting  request  correlationId=INC-300547
2025-01-03  05:35:00  WARN    pricing-service  Timeout  while  calling  pricing  service  after  2000ms
2025-01-03  05:35:02  ERROR  pricing-service  Request  failed  during  downstream  call
2025-01-03  05:35:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-03  05:35:03  INFO    retry-handler  Retrying  attempt=2
  Sent  from  mobile."
INC-300548,2025-01-03T05:40:00,notification-worker,dev,INFO,null pointer in notification builder,APAC,host-d,"URGENT: 2025-01-03 05:40:00 INFO  notification-worker Starting request correlationId=INC-300548
2025-01-03 05:40:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-03 05:40:02 ERROR notification-worker Request failed during downstream call
2025-01-03 05:40:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 05:40:03 INFO  retry-handler Retrying attempt=2"
INC-300549,2025-01-03T05:45:00,order-service,prod,ERROR,db connection pool exhausted,MEA,host-c,"2025-01-03 05:45:00 INFO  order-service Starting request correlationId=INC-300549
2025-01-03 05:45:00 WARN  order-service Failed to obtain JDBC connection
2025-01-03 05:45:02 ERROR order-service Request failed during downstream call
2025-01-03 05:45:02 INFO  gateway Response status=500 path=/api/resource
2025-01-03 05:45:03 INFO  retry-handler Retrying attempt=2"
INC-300550,2025-01-03T05:50:00,order-service,dev,ERROR,db connection pool exhausted,APAC,host-a,"FYI  -  2025-01-03  05:50:00  INFO    order-service  Starting  request  correlationId=INC-300550
2025-01-03  05:50:00  WARN    order-service  Failed  to  obtain  JDBC  connection
2025-01-03  05:50:02  ERROR  order-service  Request  failed  during  downstream  call
2025-01-03  05:50:02  INFO    gateway  Response  status=500  path=/api/resource
  Sent  from  mobile."
INC-300551,2025-01-03T05:55:00,document-service,prod,WARN,s3 upload failure,APAC,host-b,"PLEASE HELP - 2025-01-03 05:55:00 INFO  DOCUMENT-SERVICE STARTING REQUEST CORRELATIONID=INC-300551
2025-01-03 05:55:00 WARN  DOCUMENT-SERVICE UPLOAD FAILED WITH 403 SIGNATURE MISMATCH
2025-01-03 05:55:02 ERROR DOCUMENT-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-03 05:55:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE   THANKS.  "
INC-300552,2025-01-03T06:00:00,document-service,dev,WARN,s3 upload failure,EU,host-b,"PLEASE HELP - 2025-01-03 06:00:00 INFO  DOCUMENT-SERVICE STARTING REQUEST CORRELATIONID=INC-300552
2025-01-03 06:00:00 WARN  DOCUMENT-SERVICE UPLOAD FAILED WITH 403 SIGNATURE MISMATCH
2025-01-03 06:00:02 ERROR DOCUMENT-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-03 06:00:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE

THIS IS AFFECTING USERS."
INC-300553,2025-01-03T06:05:00,pricing-service,qa,ERROR,pricing timeout,MEA,host-d,"Please  help  -  2025-01-03  06:05:00  INFO    pricing-service  Starting  request  correlationId=INC-300553
2025-01-03  06:05:00  WARN    pricing-service  Timeout  while  calling  pricing  service  after  2000ms
2025-01-03  06:05:02  ERROR  pricing-service  Request  failed  during  downstream  call
2025-01-03  06:05:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-03  06:05:03  INFO    retry-handler  Retrying  attempt=2

This  is  affecting  users."
